id,created_at,Artist_name,image_url,edition_id
1,2025-12-12 21:51:56.893919,Avicii,images/artist_images/avicii.jpg,1
2,2025-12-12 21:53:11.987581,Dua Lipa,images/artist_images/dua_lipa.jpg,1
4,2025-12-12 21:54:42.882067,Eminem,images/artist_images/eminem.jpg,1
5,2025-12-12 21:57:29.972959,Bastille,images/artist_images/bastille.jpg,1
6,2025-12-12 21:58:00.47139,Billie Eilish,images/artist_images/billie_eilish.jpg,1
7,2025-12-12 21:58:43.76787,Kings Of Leon,images/artist_images/kings_of_leon.jpg,1
8,2025-12-12 21:59:07.772629,Foo Fighters,images/artist_images/foo_fighters.jpg,1
11,2025-12-12 22:02:45.936024,David Guetta,images/artist_images/david_guetta.jpg,2
12,2025-12-12 22:03:12.025794,Imagine Dragons,images/artist_images/imagine_dragons.jpg,2
13,2025-12-12 22:03:39.578655,Kanye West,images/artist_images/kanye_west.jpg,2
14,2025-12-12 22:48:05.295001,Meau,images/artist_images/meau.jpg,2
15,2025-12-12 22:48:56.972866,Bazart,images/artist_images/bazart.jpg,2
16,2025-12-13 21:50:21.339438,dEUS,images/artist_images/deus.jpg,2
17,2025-12-13 21:51:23.023208,Pommelien Thijs,images/artist_images/pommelien_thijs.jpg,2
18,2025-12-13 21:52:05.319486,The Cure,images/artist_images/the_cure.jpg,2
19,2025-12-13 21:53:32.079844,Florence + The Machine,images/artist_images/florence__the_machine.jpg,2
20,2025-12-13 21:56:37.57045,Red Hot Chili Peppers,images/artist_images/red_hot_chili_peppers.jpg,2
21,2025-12-13 21:59:17.671441,Angèle,images/artist_images/angele.jpg,2
22,2025-12-13 22:01:58.080281,Black Box Revelation,images/artist_images/black_box_revelation.jpg,2
23,2025-12-13 22:03:30.552529,Queens of the Stone Age,images/artist_images/queens_of_the_stone_age.jpg,2
26,2025-12-13 22:35:35.159516,Greta Van Fleet,images/artist_images/greta_van_fleet.jpg,2
27,2025-12-13 22:36:54.657706,Metallica,images/artist_images/metallica.jpg,2
28,2025-12-16 13:12:15.836921,Stromae,images/artist_images/stromae.jpg,2
37,2025-12-17 09:46:04.819237,David Guetta,images/artist_images/david_guetta.jpg,1
38,2025-12-17 09:46:04.933545,Kanye West,images/artist_images/kanye_west.jpg,1
39,2025-12-17 09:46:05.078951,Bazart,images/artist_images/bazart.jpg,1
40,2025-12-17 09:46:05.243763,dEUS,images/artist_images/deus.jpg,1
42,2025-12-17 09:46:05.549495,Florence + The Machine,images/artist_images/florence__the_machine.jpg,1
43,2025-12-17 09:46:05.700979,Angèle,images/artist_images/angele.jpg,1
44,2025-12-17 09:46:05.856809,Black Box Revelation,images/artist_images/black_box_revelation.jpg,1
51,2025-12-17 10:21:39.444084,Warhaus,images/artist_images/warhaus.jpg,2
52,2025-12-17 10:40:47.963029,Bart Peters,images/artist_images/bart_peters.jpg,4
59,2025-12-17 11:15:09.761362,Bazart,images/artist_images/bazart.jpg,4
60,2025-12-17 11:15:33.841936,Dua Lipa,images/artist_images/dua_lipa.jpg,4
61,2025-12-17 11:15:33.969997,dEUS,images/artist_images/deus.jpg,4
62,2025-12-17 11:15:34.120519,Angèle,images/artist_images/angele.jpg,4
63,2025-12-17 11:15:57.161941,Warhaus,images/artist_images/warhaus.jpg,4
64,2025-12-17 11:15:57.274051,Pommelien Thijs,images/artist_images/pommelien_thijs.jpg,4
65,2025-12-17 11:15:57.425494,Stromae,images/artist_images/stromae.jpg,4
66,2025-12-17 11:18:14.49848,Imagine Dragons,images/artist_images/imagine_dragons.jpg,4
67,2025-12-17 11:18:14.632357,Meau,images/artist_images/meau.jpg,4
68,2025-12-17 11:18:14.780821,The Cure,images/artist_images/the_cure.jpg,4
69,2025-12-17 11:18:14.92463,Florence + The Machine,images/artist_images/florence__the_machine.jpg,4
70,2025-12-17 11:18:15.064694,Red Hot Chili Peppers,images/artist_images/red_hot_chili_peppers.jpg,4
71,2025-12-17 11:18:15.212624,Greta Van Fleet,images/artist_images/greta_van_fleet.jpg,4
72,2025-12-17 11:18:15.356077,Metallica,images/artist_images/metallica.jpg,4
73,2025-12-17 11:18:15.500107,Black Box Revelation,images/artist_images/black_box_revelation.jpg,4
74,2025-12-17 11:18:15.64588,Queens of the Stone Age,images/artist_images/queens_of_the_stone_age.jpg,4
76,2025-12-17 12:32:36.484411,J. Bernardt,images/artist_images/j._bernardt.jpg,4
77,2025-12-17 12:39:56.765158,J. Bernardt,images/artist_images/j._bernardt.jpg,1
78,2025-12-17 12:41:35.631359,Meau,images/artist_images/meau.jpg,1
79,2025-12-17 12:41:35.74494,Pommelien Thijs,images/artist_images/pommelien_thijs.jpg,1
80,2025-12-17 12:41:35.894686,Stromae,images/artist_images/stromae.jpg,1
82,2025-12-17 13:21:11.685408,The Cure,images/artist_images/the_cure.jpg,1
83,2025-12-17 13:29:45.355153,Red Hot Chili Peppers,images/artist_images/red_hot_chili_peppers.jpg,1
84,2025-12-17 13:29:45.454408,Warhaus,images/artist_images/warhaus.jpg,1
